,review,sentiment
33088,"If the Lion King was a Disney version of Hamlet, then the Lion King 3: Hakuna Matata is a Disney version of Guildenstern and Rosencrantz are Dead. Just like Tom Stoppard's beguiling film, we get to view the action from the point of view of two of the minor characters from the original: Timon, the meerkat with a penchant for breaking into song at the drop of a hat, and Pumbaa, the warthog with flatulence issues. By following their story - rather than Simba's - we get to see why all the animals bowed down as Simba was presented from Pride Rock. We find out what made Timon and Pumbaa decide to follow Simba back to Pride Rock to oust Scar. And we find out how they dealt with the hyena's once and for all. Nathan Lane as Timon gets most of the best jokes, but he is ably supported by Ernie Sabella as Pumbaa. It is also good to hear Matthew Broderick and Whoopi Goldberg reprising their roles. Julie Kavner and Jerry Stiller lend their distinctive voices to two new characters: Timon's mother and uncle. The only downside is the constant stop-start-rewind-fast-forward device which doesn't always help to progress the story. Having said that, there is a brilliant zoom near the beginning of the movie. With more laughs than any other third-in-a-Disney-series movie, Hakuna Matata is worth watching - if only for the hot tub scene which is still funny despite being a little bit predictable.",positive
29309,Izzard was both hysterical and insightful in his humor. He definitely represents his own little niche in the comedic world.<br /><br />It's a pity more Americans won't see this stand-up routine due to its PAL-only availability.,positive
12156,"This film is great! Being a fan of ""The Comic Strip Presents..."" I just knew I would love this film. And love it I do. I finally got round to buying a copy of this film early this year. However I was annoyed to find that it had been cut! So I'll keep looking at car boot sales for the original version.<br /><br />Anyway, the film is about Dennis Carter (Adrian Edmondson), who tries to impress his girlfriend (Dawn French) by claiming to be a drug dealer. However, Dennis is overheard bragging one night in the pub and nicked! So Dennis turns supergrass but the trouble is he doesn't know anything and starts to make up lies and dig himself into an even deeper hole! The irony of all this is that there is drug smuggling going on down in Devon.<br /><br />This film is not as funny as I expected but it is still a really good film with some good laughs and a great soundtrack. It also has the best scene ever in a British film (Robbie Coltrane's walk across the pier set to ""Two Tribes"" by Frankie Goes To Hollywood.<br /><br />So if you are a fan of ""The Comic Strip Presents..."", of any of the cast members, or a fan of British comedy see it A.S.A.P!!!",positive
8697,Witty and disgusting. Brash and intelligent. BASEketball redefines comedy/sports with a pot spoof of an easy target. Makes other so called comedies like dead boring. One of the best of all time! Trey Parker and Matt Stone play their roles as losers with apt perfection.,positive
18789,"I saw this at the 2004 Stony Brook Film Festival in NY and it was very warmly received. In this pre-WW2 film, a pair of German rocket scientists are working on the Scottish Isle of Scarp as war looms on the horizon. The characters encountered on the island are priceless in their creation and their portrayal. Shauna MacDonald is particularly memorable<br /><br />After getting up to speed on the ""Scootish"" accents, the viewer feel right at home with these folk who watch with amusement as the Germans work to link their isle with the mainland via a rocket-based mail delivery. As implausible as it seems, this film was based on an actual story.<br /><br />All in all, a memorable film that will stay with you for some time thanks to its casting, its story or its scenery.",positive
14949,"My mom always told me to sit down and to actually watch this movie because it's one of her favorites, I never did for years until I caught one night on TV. This movie was great, I don't even know how to explain it. Not only is the cast excellent (Julia Roberts, Keifer Sutherland, Kevin Bacon, William Baldwin, and Oliver Platt) but the story is awesome. It's freaky but not too scary and it makes you think. I was left speechless after this film and amazed of how good of actors and actress all five of these people really are. Where did William Baldwin go, he's great. This film is a must see for anyone, if you haven't seen it go rent it, you will not be sorry. Amazing!",positive
47743,"""In the Line of Fire"" is one of the best thrillers I have seen, it builds and builds to a great climax. This film really draws you in your heart is beating and you are out of breath from the action. The cast turns in strong peformances, particularly Clint Eastwood and John Malkovich. This film is expertly directed by suspense master Wolfgang Petersen. Thrillers don't get much better thn this, don't miss it.",positive
29937,"In reaction to the dullness of the films of actual combat in that time, the wartime public increasingly turned to humor as escape from monotony and anxiety <br /><br />Charlie Chaplin feared that his great ""Shoulder Arms"" would offend people, but it became his greatest hit In it, Charlie, by luck, courage, and devilish ingenuity wins the war singlehanded and brings a captive Kaiser in triumph to London <br /><br />The chief difference between this hilarious burlesque and some of the serious war dramas was that in Charlie's case it all turned out to be a dream",positive
14676,"I enjoyed this movie as a kid when it came out, and to this day still do. A simple story involving the search for a kidnapped girl and an adventurer literally straight out of paperback lore. It has actors that were more recognizable back in the day. This shouldn't keep the viewer from giving it a whirl. Wayne Crawford stars as the main character Jake Speed. Sure, it might bite from certain elements of Romancing the Stone, and Indiana Jones. But this movie is done well enough to keep it out of the cellar. I am surprised not too many people know about it. It must have been overshadowed by other movies in the theaters back in '86. I watched it back then on cable TV. It might be hard to find since it's out of print on both VHS and DVD. I managed to get a DVD from ebay at less than 8 bucks! Cool flick.",positive
32311,"Beauty in Trouble (Kráska v nesnázích) is not a great title. All the descriptions of this film fail to capture what it really is  an adult fairy tale. A poor girl is wooed by a prince. The ""girl"", Marcela, played by the stunning Anna Geislerová, has an Isabelle Huppert beauty, with a red hair, face and figure that are beguiling, sexual, and endlessly fascinating. She has a louse of a husband, but they have great sex. The kids listen to the lovemaking through walls. It's rough and passionate, as the sex of the working class seems to often be portrayed in film. But it's also for us to recognize that this is the thing that binds them together in an otherwise incompatible marriage. The husband, a professional car thief, is eventually caught and thrown in jail. How she got into this marriage we don't know, but she is not exactly a high-class herself. But she's beautiful, intelligent (we assume) and loves her gorgeous and resilient kids. She deserves more. And she may get the life she deserves - eventually. (no spoiler!) She is forced to move back with mom after her husband is sent to jail. Mom has a hideous second husband (read ugly stepfather). He is a real horror show. He borders on being a child abuser to the kids. He's obsessive about cleanliness, but ungraciously farts at the table, all the while demanding manners and decorum from the kids. He's real low class socially handicapped wretch. Mom puts up with him, like Marcella's husband, at least he's lusty - hideous but horny. The ambivalent, confusing, layered characterizations are what make the film so powerful and interesting. These characters have flaws, some seemed driven by class, some by innate character. These flaws and details of character are charming one minute and contemptible the next. The audience really has to negotiate conflicting feeling of class, sexuality, ambition, commitment, and the role of a woman as mother and wife through the quickly changing terrain of the story. At the bottom line, as with many films like the wonderful Icelandic movie ""Thicker Than Water (Blóðbönd), the children can be the victims. What's right in the end may be what's best for the children  who are our salvation and our future. It's a theme played out these days in films ranging from Pan's Labyrinth to Children of Men. Foreign. Cinema is recognizing in intricate morality tales that life is confusing, brutal, unfair and, as adults, we must get our act together in order to pass something worthwhile to the next generation. If we give in to our baser instincts, we may lose ourselves and the world in the process. The extraordinary and complex and colorful characters in Kráska v nesnázích speak to the qualities of what makes a man, what drives a women, what embodies hope, what is class - is it economic status of the fabric of one's character? The film is richly human as embodied by the very last 2 shots, which moved me incredibly and unexpectedly. The director's choices are so subtle and intelligent that to compare this to an American film seems unfair. Americans sometimes seem to lack the desire to consider that paradoxes in human nature don't offer set resolutions. But here, perilously couched in ostensible fairy tale for adults, are interesting moral questions. Don't be fooled by the simple story; this is a great movie.",positive
24069,"From the start you will like Sam Elliott's character (Falon) : a trustworthy cop that is notably loyal to his partner. But too loyal, and too revengeful when seeing his partner dead in an alley, cause he then kills who he thought to be the assailant before giving him a chance to explain. Falon is an alcoholic, and that tends to sway him from being in self control, though he manages to direct his attention towards finding who's really behind his partners death. He carries along a rookie as his new partner (which seems to be seen too often in films) but Esai Morales does well in accompanying Sam Elliot, though puzzling pieces begin to fit to where Morales begins a self-approved investigation towards Falon; he mainly wants to find the answers since Fallon isn't letting him in on the whole story, and does not like what he finds. There is not a last minute showing at who the bad detectives are, which is okay; and they are not able to sway Falon into joining them, leading to a dramatic ending. Fine acting all the way around, with a touch of humor from Paul Sorvino who is the captain of detectives. It's a good movie that will make you want to see it several times; so it qualifies as a -must see-, and a good addition to a movie collection! (Filmed in San Francisco)",positive
46713,"***POSSIBLE SPOILERS BELOW*** <br /><br />What a long and mostly uninteresting movie! Who were these characters? Why didn't I care about them? If I'm going to watch a movie for two hours, I'd like to care about somebody or something. <br /><br />We know that Salvatore dreamed of the riches to be found in the new world. Beyond that, though, we learned little about most of his family's hopes, fears, etc., as they embarked on an adventure into the unknown.<br /><br />And why was Lucy even in this movie? She said little; we knew little about her or what she was doing (was she forced to service men in exchange for being allowed to board the ship?) or what her plans were upon reaching New York. To those who might suggest that she was needed to underscore the point that a single woman, however cultured, could not get into this country alone, I say that that fact is not enough justification to give her so much screen time. That point could have been made in five minutes, with Lucy as a momentary character.<br /><br />More questions: Why wasn't the twin brother at the boat to meet the family? We heard about the brother, and some closure on that point would have been helpful in giving the movie some cohesiveness. Also, how long was the journey from Italy to New York? Given the conditions on the ship, it makes a difference to the viewer if the voyage took five or 10 or 50 days. (Someone said something about seeing land a ""week"" at one point, but I think that was when they were already en route.) I needed these types of details to better appreciate what they were going through.<br /><br />The only scene I really liked was when the boat, filled with passengers, left the dock. <br /><br />If you choose to rent this movie, do so with remote in hand; you may want the Fast Forward button handy.<br /><br />Finally, may I suggest that, with the right voice-over providing helpful information about the times and the circumstances for immigrants--particularly during the slow stretches of endless shots of the countryside, people walking, etc.--this movie might have made an interesting public TV documentary.",negative
7499,"The way i found out about this movie was when i watched American pie 2, at the start it had a trailer for Ali G indahouse, i watched the trailer and it just forced me to buy the DVD, it looked incredibly funny! so the next day, i went to my local store and picked it up for £3.99 (Bargain!). The film is about Ali G, who is a ""gangster"" of the west staines massive crew, who's rivals are the east staines massive crew. Ali has a ""Cub Scout"" pack of children where he teaches them how to survive in the ""ghetto"" by teaching them how to swear and steal cars, after Ali finds out the government are stopping the money coming to the leisure centre where Ali teaches the kids, he runs for MP for staines and overthrows another MP in his attempts to get rid of the leisure centre to make room for an airport in staines. Throughout the film there are laughs aplenty as Ali gets up to some crazy stuff! Borat makes an appearance for a few seconds in the film too, this is a definite must watch film for all you Sacha Baron Cohen fans out there!",positive
12937,"If Daphne Du Maurier had set REBECCA in 1950s San Francisco, it might very well resemble this uptight, highly unusual noir from Robert Wise. Valentina Cortese plays a concentration camp survivor who steals the identity of a dead woman and insinuates herself into the life of Richard Basehart (who happens also to be the guardian of the dead woman's son)...it's absurd and over-the-top but also topflight entertainment. Cortese is terrific, slowly falling apart as she realizes the mistake she's made. Basehart is fine if a bit bland...although the lighting toward the end makes him appear very menacing. Fay Baker makes a very good Mrs. Danvers-like caretaker. Wise is a fine director and he keeps things moving at a pretty brisk clip. He also stages a now classic out of control car crash with Cortese (or at least a stunt Cortese) at the wheel.",negative
16089,"Came across this film recently after so long hearing about it. It is an excellent not pretentious movie for people who loves film noir literature and films. Not ""camp"" but humorous. <br /><br />GREAT CAST! From the magnificent Carla Gugino and Emma Thompson to German superstar Til Schweiger, this movie is a feast for the eyes. Alan Rickman is very funny as the antagonist of gang. Would love to see spin off movie with this character and Emma Thompson solving cases and arguments between them all the time (much like Tracy and Hepburn, etc.)<br /><br />Intelligent story, nice twists and scope photography (don't watch unless it is scope because compositions are very rich).<br /><br />Sexy sexy sexy and very fun time.<br /><br />Best use of Just Like Heaven by The Cure ever (must see to believe!)<br /><br />********",positive
5919,"I can't believe how many people hate Hal Sparks! He was my favorite host of the show, hands down. I hate celebrity gossip and generally dislike talk shows, but when Hal Sparks hosted Talk Soup, it was must see TV for me. I rarely missed an episode during his run, and was saddened when the guest hosts started pouring in (although most of the guests still did a fine job). <br /><br />Anyway, for all the people who dislike Hal Sparks, I imagine they must have never seen the weekend specials. They were hour long episodes of Talk Soup that comprised the best clips from the entire week, and were padded out by sketch comedy bits. The original bits that Hal Sparks did were hilarious. In one he got possessed by a bad comedy demon, and in an exorcist like scene his head spun as he told dated jokes about airline food. One episode was dedicated to making fun of Multiplicity, as a bunch of cloned Hal Sparks kept multiplying through out the episode, over-running the studio.<br /><br />OK, maybe these don't sound as funny when I describe them, but all I know is that besides Talk Soup, the only other two shows I watched consistently during those years was The Simpsons and Late Night with Conan O'Brian. So if you like the comedy stylings of those shows, then you'd probably like Talk Soup during the Sparks years.<br /><br />That said, Henson and Tyler were both great hosts as well. All three hosts brought something different to the table but they were all fine comedians in my opinion. Of course, throughout the Tyler and guest star years, my interest in this show began to wane, but every now and then I catch The Soup, the show's spiritual successor, and sure enough, the new host can bring some pretty unexpected laughs from time to time.<br /><br />OK, I've wasted enough time talking about a TV show that isn't on the air anymore and on a channel that I generally despise. Go watch something else!",positive
31752,"When HEY ARNOLD! first came on the air in 1996, I watched it. It was one of my favorite shows. Then the same episodes started getting shown over and over again so I got tired of waiting for new episodes and stopped watching it. I was sort of surprised when I heard about HEY ARNOLD! THE MOVIE since it doesn't seem to be nearly as popular as some of the other Nickelodeon cartoons like SPONGEBOB SQUAREPANTS. Nevertheless, having nothing better to do, I went to see the movie anyway. Going into the theater, I wasn't expecting much. I was just expecting it to be a dumb movie version of a childrens' cartoon like the RECESS movie was. I guess I got what I expected. It was a dumb kiddie movie and nothing more. There were some good parts here and there, but for the most part, the movie was a stinker. Simply for kids.",negative
44360,"This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre. Set in rural Italy, there is a serial killer of children at large. Add to the mix an array of characters familiar to fans of giallo cinema  a madwoman, a newspaper reporter, ineffectual police, a sexy siren, a priest, a mute girl, a mentally-retarded loner etc. This is one of the best Italian thrillers of the early 70's.<br /><br />Unusually for a giallo, the victims in this case are young boys, which makes a change from the more typical women in peril angle. The fact that it is kids who are the target of the maniac only serves to make things a little more uncomfortable. Fulci is pushing the envelope a bit here and he goes even further in a gloriously outrageous unPC scene where a young boy is subjected to the somewhat inappropriate attention of a sexy naked young woman (Barbara Bouchet) who he is tasked with delivering a drink to. She displays herself openly and actively invites the youngster to ogle her; ultimately asking him if he wants to go to bed with her. Although she is clearly playing around with him, it's still quite an unusual scene. Admittedly there are one or two unintentionally funny bits of dialogue here but it's very nicely photographed and Barbara Bouchet exudes high levels of confident sex-appeal. A standout scene. Even if you might feel slightly wrong watching it!<br /><br />Along with Barbara Bouchet, the other standout performance is from Florinda Bolkan, who plays a madwoman who is accused of murdering the children. She is not directly responsible but it is left to the viewer to decide whether her black magic may or may not have kicked off the subsequent killing spree. Irrespective, she is hunted down by a lynch mob and chain-whipped while a car radio blasts out rock music. This scene is very strong and unpleasant. Its viciousness indicates the path Fulci's career would subsequently go.<br /><br />Despite the visceral impact of the above murder it's maybe a little surprising that the other killings are either bloodless or committed off-screen. The only other death scene comparable with the lynch-mob is the demise of the killer at the end of the movie, although this sequence is kind of silly. The plot is convoluted and awash with red herrings, although personally, I found the identity of the killer a little predictable. This weakness is less problematic on subsequent viewings though  like most gialli, Don't Torture A Duckling is eminently re-watchable.<br /><br />Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill. Fulci obviously went on to make more graphically violent horror movies but here he shows a talent for slightly more restrained material. It's still wild stuff though and is highly recommended to fans of giallo cinema.",positive
420,"This movie starts with the main character lying in a coma in a hospital ward, attended by two orderlies. The unconscious main character is heard in a voice over, saying that the orderlies are gay. The orderlies kiss. I watched this in a DVD version and I have the suspicion that this is supposed to be funny  it said comedy"" on the DVD case, after all and it goes on like that. Had I seen this in a movie theater I probably would have heard part of the audience roar with laughter, because it is so funny  and because they are supposed to sit in a comedy. While it is fascinating to think about what it is funny and what isn't, this movie unfortunately only delivers arguments about what isn't.<br /><br />Brilliant brains can MAKE anything funny, people like Ernst Lubitsch, Billy Wilder or Mel Brooks have proved that fact. But you have to know the mechanics"", I suppose. Director and co-scriptwriter Dani Levy does not bother about those mechanics, he thinks that certain things simply ARE funny, the fact that two orderlies are gay and kiss over a man in a coma, for example. Do not get me wrong, some people can MAKE that funny, Dani Levy can't, not for me, anyway.<br /><br />The main problem I have with this movie is that I can't see a reason behind the way the main characters behave. I could not understand why the two brothers, one an orthodox Jew from West Germany one a third class carbon copy of Fast Eddie Felson from former East Germany so strongly disliked each other. They are both rather bland characters. Their children are boring apart from the fact that they are sexually attracted to each other (well, one is a lesbian now but raises the daughter she has with her cousin). But even these incestuous relationships  if anything they are embarrassing - just come through as an excuse because the scriptwriters could not come up with anything better.<br /><br />The acting is not bad, Udo Semel I actually came to like quite a lot although he reminded me more of ex chancellor Helmut Kohl (a lighter version) than of a venerable Orthodox Jew. The direction in itself is not really bad either, but maybe Levy should stick to directing movies, leaving the scriptwriting to someone else. Now I heard he did a comedy about Hitler. Oi, Vai!",negative
2477,"As to be expected, there's a pretty good reason why this film is so obscure and unknown in spite of dealing with the always-popular premise of zombies and starring the 80's B-movie queen Linda Blair, namely: it sucks! ""The Chilling"" is trying enormously hard  way too hard  to be a story with depth and factual background, whereas it should have just been a light-headed and gore-packed horror flick about frozen zombies. It takes an incredibly long time before anything remotely interesting or significant happens. There's a lot of drivel about cryogenics, which I learned in my physics class is the study of products and their behavior at extremely low temperatures. So naturally, in this film a bunch of people are studying the behavior of human corpses when deep frozen. Needless to say this is extremely boring, until two dim-witted night watchmen decide, during an electric power failure, that it's a good idea to put the metal-constructed cool cells outside at the heights of a thunderstorm. The coolers are struck by lightening, obviously, and the bodies spontaneously defrost and come to live to go on a murderous zombie rampage. ""The Chilling"" is a boring and surprisingly (for a late 80's effort, at least) gore-free horror film that doesn't even use up a quarter of its potential. All the painful attempts to build up an atmosphere of suspense and eeriness fail tremendously and I can't think of any reason why the zombie-attacks had to be so bloodless. Even in spite of the low budget available, they could have done better. The set pieces, make-up effects and costumes are pitiable. The research lab, for example, looks like a proper apartment flat whilst the zombies couldn't look less menacing with their green faces and foil-wrapped outfits. How Linda Blair managed to get involved yet again in such an embarrassing low-budgeted horror flick is a complete mystery. She's attracted to lousy B-movies like bees are to honey.",negative
25664,"eXistenZ was a good film, at the first I was wondering what is going on, organic ""pods"" made out of mutant reptiles which connected you and other players to a surreal virtual reality game via a umbilical cord, well it seems a little odd.<br /><br />But once it gets going its a pretty good film, with a few twists with a great open ending and the good aspect of weridness throughout the film is entertaining too see as your not sure whats coming next.<br /><br />Security personnel throw away the metal detectors; they have bone guns !",positive
48185,"I wanted to watch this, to get a inside look at the show. It told the story more of Robin Williams, then Mork & Mindy. Still, thought it was great. We got to see, Robin always being 'on', no matter what. The performance of Diamontopolous was awesome.<br /><br />The introductions of the main players, seem so real to me. Roebuck as Garry Marshall was wonderful. He was so charming in this, which helped me get through all the Williams energy. The little behind the scenes pieces of his other shows (Happy Days, and Laverne & Shirley), was enlightening. I also thought Richmond-Peck's Harvey was also a nice rock in the pond. (This is a good thing).<br /><br />This movie told the age old story of Hollywood folks, going through the ups and downs of stardom. It kept me glued to my TV, and I learned to love Robin, well hell, mostly everybody seem to be the super people I sometimes think Hollywood is. Go figure.<br /><br />I sometimes wonder why the network people are always played to be idiots. We never saw the head of ABC. Just heard him, like Charlie from Charlie Angels (I wonder if this way planed?). It seems so sad, that a show at number 1, could be so destroy by their own network.<br /><br />I think this story could be told about anyone's life, as they climb the ladder of any job. Movie, and TV stars are always loved or hated by so many people, that you grew up with, you just want to reach back in their past, to remember your own past. I Remember watching the show, and always wondering what does happen in their personal lives.<br /><br />Mork and Mindy, will always be part of me, and I got to see part of them. It may not all be the truth, it's also all not a lie, but in the end, it told me a wonderful sad, happy story.",positive
856,"Shawshank, Godfather, Pulp Fiction... all good films. Great films. But nothing, and I mean nothing lives up to the greatest Christmas movie of all, Santa Claus.<br /><br />The film is so great and has so many messages, I cried while watching it. Seriously, this is one of those movies you need to watch 10 times. When we see Pitch get told he will have to eat ice cream, we see the sadness in his eyes, and we feel the deep sorrow, and then we wonder... what is so bad about this ice cream? Is it implying that we as humans are treating ice cream as good when all it does is make us evil? Think movie makes you think.<br /><br />This movie has the best rendition of Santa Claus ever. Unlike other Santas, he is a normal person. We see him imprisoning children and spying on kids dreams, and we wonder; is the Santa we believe in really that good? Also, this Santa actually mentions Christ, the whole meaning behind Christmas.<br /><br />You owe yourself to watch this cinematic masterpiece. We should just stop making movies and air nothing but this epic 24/7. Whether it's Christmas or not, this movie gets a 500/10. Whoever says this movie is bad is an ignorant fool.",positive
13178,"Enjoyable in spite of Leslie Howard's performance. Mr. Howard plays Philip as a flat, uninteresting character. One is supposed to feel sorry for this man; however, I find myself cheering Bette Davis' Mildred. Ms. Davis gives one her finest performances (she received an Academy Award nomination). Thanks to her performance she brings this rather dull movie to life. **Be sure not to miss when Mildred tells Philip exactly how she feels about him.",positive
38706,"After all the crap that Hollywood (and the Indies) have churned out, we finally get a movie that delivers some scary moments. There are some clichéd moments, but I'm not sure it's possible nowadays to make an entirely original movie. There's not much new here...it's just done well.<br /><br />Make sure and pay attention, as the ""subtle"" scares come quickly and often. This is not a movie to watch while you're eating pizza.<br /><br />There's one very well-written red herring in this movie and, unfortunately, one very poorly-cast role. Cheri Christian just doesn't make an effective Julie (the wife/mother). For one thing, she's totally unsympathetic. I know, I know...she's just gone through a traumatic experience. But the viewer never gets to know her as she ""normally"" is and the relationship between her and her husband is rather discomforting (in an unintentional way). I think that the director had meant for us to have some sympathy for her, but I never did.<br /><br />Finally, a thumbs-up for the ending, which is both disturbing and satisfying. It could easily have been cheapened with a sound effect at the beginning of the end credits, but the director wisely resisted.<br /><br />This is not a masterpiece by any means, but it IS a good, old-fashioned scary movie...something that's rather rare nowadays.",positive
17553,"I loved this film because in my mind it seemed to so perfectly capture what I imagined life in French colonial Africa must have been like in the 50's (""my"" generation anyway). But I was truly enraptured by its quiet pacing and by the glorious ending. Within the last 5 minutes of this film, you must focus intently on what's happening. Never have I been more impressed with the ""wrap-up"" of a film. I remember yelling ""wow!"" when I realized it was over. On the other hand, my two daughters fell asleep on the couch!!",positive
9081,"I'd honestly give this movie a solid 7.5, but I clicked 10 to try to offset the 5 pages of imbecilic, unjustified 1-star reviews. This is an interesting story, all of the acting is good to very good (even Ms. Diaz, who is totally out of her usual grinning-bimbo role here, yet plays it well.) The sets are perfect and the cinematography is consistently appropriately creepy. It's a fine morality play and there is *no* reason to explain the origin of the god/supernatural being/alien/whatever that's ""running the show,"" so I'm glad the movie doesn't try. It's really irrelevant to the story, which is relatively long but quite compelling and summed up quite satisfyingly in the ending. <br /><br />Before you decide this movie is terrible (or really, anything under a ~7.5) read some of the dozens of 1-star ""hated it"" reviews that are rife with misspellings, lack of punctuation and capitalization, and juvenile criticisms. Maybe the trailer was misleading or something -- I didn't see it -- but some of these reviewers were apparently expecting Terminator 4 or Saw 5 (one reviewer actually compared this movie to Saw! How utterly inappropriate and unrelated!) <br /><br />Seriously, most of these reviews read like you-tube comments -- according to these ""critics"" this movie is too confusing yet too predictable, not enough action yet there's too much going on, too smart yet too dumb, explains too much yet leaves too much unexplained... oh -- and it's apparently a ""waist (sic) of time."" Do consider the quality and source of the reviews before taking them to heart. I'm afraid these 1-star kids failed to understand the phrase ""altruism coefficient"" and were therefore utterly incapable of understanding the movie's premise (despite adamantly claiming that they ""get it"" right before explaining how confusing it was!) If you know what those two words mean you will have no trouble understanding (and enjoying) this movie.<br /><br />I really wish there were a reviewer reputation system here so I could be sure to ignore the rating of everyone who gave this movie 1 star forever.<br /><br />See it for yourself and enjoy the fine presentation of an interesting couple taking an interesting moral ""test"" and facing the consequences. It's a good time, in my opinion.",positive
26219,"In Luchino Visconti's film Death in Venice, it is not only the beauty in the surrounding world that decays, but in the pursuit of beauty itself Gustav von Aschenbach decays into a mere shell of a man. To understand the decay, we must acknowledge the beauty which enchants us, it is best described, and explained in a quote from Socrates found in Thomas Mann's version of Death in Venice, ""beauty alone, is lovely and visible at once it is the sole aspect of the spiritual which we can perceive through our senses Else whatif the divine, if reason and virtue and truth were to speak to us through the senses? Should we not perish and become consumed by love?"" We see in the film this very thing happen, the man becomes enveloped by a longing for beauty, which turns into a longing for the boy, Tadzio. Even though the levelheaded part of his mind tells him that adoration of beauty can lead to sensuousness and abandon, he cannot contain himself. <br /><br />It would be easy to describe this as a beautiful film; early on we see the extravagance of the parlor, and we are treated to a perfect summarization of turn-of-the century upper class life, all captured on film perfectly by cinematographer Pasqualino De Santis. But Visconti does not indulge in the picturesque aspects of Venice. Instead, the glorious and sensuous artistic achievements of the past are based on materialism and sensuous beauty, and these things are relegated to the past. The city we know to be of incomparable beauty and uniqueness is nothing more than a leisure resort with a nosy hotel staff. The streets become exhausting labyrinths filled with disgusting filth and rot, the city decays in step with the protagonist. Only through the flashbacks are we allowed a glimpse of why this famous composer is a frail and innocuous man. The death of his daughter, and presumably his wife, along with the failure of his music allow us to understand why he is destroying himself. <br /><br />Alfred, with whom Aschenbach has in depth conversations on the meaning of beauty and who can create it; but Alfred is more than a friend, he is Aschenbach's alter-ego, and what Alfred says articulates the composer's own doubts and fears. The scene in which Aschenbach decides to leave Venice is immediately followed by a clip of Alfred telling him that he is weak, alienated and lacks feelings. In the end we might be able to conclude that these flashbacks are not reality at all. It is a decay of memory, rather than objective renderings of the past, these flashbacks become distorted memories. We can say that these are decayed memories because even Aschenbach alludes to it, he declares, ""reality distracts and degrades us;"" and, following the scene in the travel agent's office we see Aschenbach confront Tadzio and his family and warn them - leave Venice, but directly after the encounter we see him sitting with the clerk again and realize it was all in his imagination, he employs long scenes without dialogue that are framed by the poignant music of Gustav Mahler. He allows the viewer's mind to wander as we watch Aschenbach's life and respectability decay with the beauty around him. <br /><br />Slowly the viewer realizes that our hero is overwhelmed by exhaustion that is mixed with a growing awareness that the town is suffocating in filth. The crumbling city sets the stage for the middle aged man's attraction to Tadzio, it is romantic longing for something so idealized and ambiguous that it can never be consumed, even in fantasy. The beauty of this Polish boy kindles a fire in him that, at first, makes him glow, then consumes him. The film concludes with von Aschenbach sitting feebly in a beach chair watching Tadzio fight with his friend, we see the black dye from his hair running down on his cheek and it looks like rotten blood, it is a vision of his life's expiring moments, though before his last breath. The final decay has happened, all around him the city is soiled, and with it he has become what he detests. As Aschenbach dies he has the same painted face as the old man on the ferry at the beginning of the film, a man that had disturbed him. It was the pursuit of beauty that initiated his decay, in the pursuit of artistic beauty he could not sense his own demise, and that of the city around him; his sensuality is indulged in, while constantly kept in check by the presence of death and decay. It is these three themes that tie The Damned and Death in Venice together, beauty, death, and decay, these themes are Visconti's art, the beauty of his work is in the decay of beauty itself. <br /><br />In this film we are treated to the deliquescence of one great man. We see the honored composer Gustav von Aschenbach in the pursuit of true and pure beauty, and it is in the pursuit of this trait that it decays all around him and leads him to a miserable, lonely death watching the target of his affection. I believe that through these movies Visconti is trying to tell us that what is beautiful cannot last. Decay is intrinsic in the world around us, and when we become distracted, it can destroy the splendor. In Death in Venice, it is because of culture and through the pursuit of beauty that all is deleted. Beauty and deliquescence are woven together like thorns in Visconti's works, at once beautiful and destructive, it is these themes that define his art.",positive
4332,"I first saw this film when I was flipping through the movie channels on my parents DirecTV. It was on the Sundance channel and was just starting. I love music, especially late 60s and this is what the BJM sounded like (The Dandys are alright). Everything about the Brian Jonestown Massacre intrigued me from the music, to Anton and Joel's personalities, to the illicit drug use. It was funny because as I was watching the first party scene when everyone is doing lines my parents walked by and decided to watch (The look on their faces were priceless). Anyways this is definitely one of my favorite movies because it introduced me to The Brian Jonestown Massacre who is now my favorite band of all time.<br /><br />just watch it... seriously",positive
10286,"There were a lot of 50's sci-fi movies. They were big draws for the Drive-in theaters. A lot of them were crappy even back then. This movie and 'The Day the Earth Stood Still' stand out, and both have aged well in their own way. From the very beginning with its eerie theremin musical score (which still sounds weird since theremins are hardly ever used) Forbidden Planet takes you where no man has gone before. Speaking of Star Trek there's so much material in this film that got into Star Trek TOS its like a pilot for the series; from the interactive captain/first mate/doctor, the mad scientist, alien beings, babe in short skirt, computer intelligence; it is all de rigeur now but this was the first of its kind. Besides, it has good acting and well-done artwork which even today evokes a certain awe at the imagery. Consider how the huge Krell machine is successfully depicted with some real depth. I saw this as a kid (at a drive-in :0)when it was a new movie and it scared me. Of course every movie that was even vaguely scary did back then but I remember being real worried about the invisible monster. Forbidden Planet is a movie a sci-fi fan can watch several times and find something new with each viewing.",positive
